Tweet,Suicide
rt hate the fact that i am damn near forced to figure everything out by myself but it must be done,Potential Suicide post
good morning good morning good moooooorning,Not Suicide post
i am gonna watch t m 2 c wot they hav 2 say bout twitter yor show was brilliant as ever this mornin katie x,Not Suicide post
here s my latest tune leave a comment please,Not Suicide post
watch this space not sure how viable it is yet possibly though,Not Suicide post
with jake rt i desperately and whole heartedly do not want to be here anymore,Potential Suicide post
me too i want to have an overnight drinking session with friends and i mean all of em haha,Not Suicide post
a blunt and honest girl who just wants to take care of her family and a passionate boy perusing his dreams of being,Not Suicide post
didn t kill myself yet i guess that is something to be proud of i had a gun but my roommate found it planning on finding a lonely bridge to end it i really want a reason to live but i just can t find one,Potential Suicide post
photoboth is blackandwhite and wayyy old we call him herbert lol i love him he s like a living legend gotta love berlin 3,Not Suicide post
lol is your friend,Not Suicide post
it wont be miserable for at least 2 weeks tho,Not Suicide post
tom chaplin marry me please i melt for you hahaha o and pearshapebodygirl stopped talking to me yes,Not Suicide post
i am attempting to make hot cross buns with bella and ari,Not Suicide post
this summarize what happened at boc chrismas special when all of them are in a chaos we still have mile phakphum romsaithong who is very calm in everything,Not Suicide post
o he just replied to someone dougie replied to quite a few people this afternoon so you never know besides it is fun,Not Suicide post
i am 16 and hate myself so much i have very little friends an introvert never had a girlfriend been bullied a lot and rejected a lot please help me i want to kill myself it would make all this go away i do not deserve to be on this earth since i write notes on paper of how worthless and stupid i am i want to become someone in the it field but i am too stupid to get in there anyways and jobs nowadays need social people and i am not one of them i have never had a girlfriend before and i want to have one because being a virgin is a bad thing and i could never live with that feeling if i do not have any friends or a girlfriend wheni am an adult i plan on committing suicide can you please help me thanks for reading,Potential Suicide post
lincoln ne rt i am sorry if i really want my life to end i am sorry i drank for week straight i am sorry but its hard to say its gonna be fine,Potential Suicide post
bruh i hate myself a hot guy that i will never see again says one thing to me and i am like damn that would be cute to,Potential Suicide post
it makes me hate myself and i did not do a damn thing,Potential Suicide post
y do i overthink everything in my life and then make myself believe these things i just end up disappointed or stressed ugh,Potential Suicide post
hi cutie welcome to the twitternation,Not Suicide post
is chilling wit my boy,Not Suicide post
i do not have long left this past month has been the worst 3 weeks ago i went on date with a guy and went to his place afterwards and he tried to force me to go farther than i wanted to go i have been afraid to even hang out with a guy since the next day i was fired from my job i spent the whole rest of that week alone filling out job app which did not help with my depression the next week i started having some issues went to get tested and found i had gotten gonorrhea from the guy that tried to force me i went to dinner at a friends house and my car ended up getting towed so i owe my mom 150 for that i almost attempted suicide that day last week and i started work last week but will only be getting a partial paycheck because of when i started and i amcurrently 75 for my bank account and behind on my bills so i do not know how much this check is gonna help i just do not have any fight left in me anymore,Potential Suicide post
