Review,Suicide,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming,Skor,Sentimen,Label
i need to put myself to rest i ve crashed my motorcycle today i don t know how but i m mostly fine it was the most beautiful moment of my life i know it s sick to think that but it felt good to see people approach me to help me after the crash the feeling of my body being dragged by my bike for several meters on the ground looking at the sky while this one song played in my earphonesi ve just felt emptiness for the past yearsi don t want this second chance i want to get on my broken bike bring it up to speed one last time and then just end it all i just don t want to drown anymore please,Potential Suicide post ,i need to put myself to rest i ve crashed my motorcycle today i don t know how but i m mostly fine it was the most beautiful moment of my life i know it s sick to think that but it felt good to see people approach me to help me after the crash the feeling of my body being dragged by my bike for several meters on the ground looking at the sky while this one song played in my earphonesi ve just felt emptiness for the past yearsi don t want this second chance i want to get on my broken bike bring it up to speed one last time and then just end it all i just don t want to drown anymore please,i need to put myself to rest i ve crashed my motorcycle today i don t know how but i m mostly fine it was the most beautiful moment of my life i know it s sick to think that but it felt good to see people approach me to help me after the crash the feeling of my body being dragged by my bike for several meters on the ground looking at the sky while this one song played in my earphonesi ve just felt emptiness for the past yearsi don t want this second chance i want to get on my broken bike bring it up to speed one last time and then just end it all i just don t want to drown anymore please,i need tapi put myself tapi rest i ve crashed my motorcycle today i don t know how but i sama mostly fine itu was the most beautiful moment of my life i know itu si sick tapi think that but itu felt good tapi sih people approach me tapi help me after the crash the feeling of my body being dragged by my bike for several meters on the ground looking at the sky while this one song played ini my earphonesi ve just felt emptiness for the pasti yearsi don t want this second chance i want tapi get on my broken bike bring itu up tapi speed one last time and then just end itu all i just don t want tapi drown anymore please,"['i', 'need', 'tapi', 'put', 'myself', 'tapi', 'rest', 'i', 've', 'crashed', 'my', 'motorcycle', 'today', 'i', 'don', 't', 'know', 'how', 'but', 'i', 'sama', 'mostly', 'fine', 'itu', 'was', 'the', 'most', 'beautiful', 'moment', 'of', 'my', 'life', 'i', 'know', 'itu', 'si', 'sick', 'tapi', 'think', 'that', 'but', 'itu', 'felt', 'good', 'tapi', 'sih', 'people', 'approach', 'me', 'tapi', 'help', 'me', 'after', 'the', 'crash', 'the', 'feeling', 'of', 'my', 'body', 'being', 'dragged', 'by', 'my', 'bike', 'for', 'several', 'meters', 'on', 'the', 'ground', 'looking', 'at', 'the', 'sky', 'while', 'this', 'one', 'song', 'played', 'ini', 'my', 'earphonesi', 've', 'just', 'felt', 'emptiness', 'for', 'the', 'pasti', 'yearsi', 'don', 't', 'want', 'this', 'second', 'chance', 'i', 'want', 'tapi', 'get', 'on', 'my', 'broken', 'bike', 'bring', 'itu', 'up', 'tapi', 'speed', 'one', 'last', 'time', 'and', 'then', 'just', 'end', 'itu', 'all', 'i', 'just', 'don', 't', 'want', 'tapi', 'drown', 'anymore', 'please']","['need', 'put', 'rest', 'crashed', 'motorcycle', 'today', 'know', 'mostly', 'fine', 'beautiful', 'moment', 'life', 'know', 'si', 'sick', 'think', 'felt', 'good', 'people', 'approach', 'help', 'crash', 'feeling', 'body', 'dragged', 'bike', 'several', 'meters', 'ground', 'looking', 'sky', 'one', 'song', 'played', 'earphonesi', 'felt', 'emptiness', 'yearsi', 'want', 'second', 'chance', 'want', 'get', 'broken', 'bike', 'bring', 'speed', 'one', 'last', 'time', 'end', 'want', 'drown', 'anymore', 'please']",need put rest crashed motorcycle today know mostly fine beautiful moment life know si sick think felt good people approach help crash feeling body dragged bike several meters ground looking sky one song played earphonesi felt emptiness yearsi want second chance want get broken bike bring speed one last time end want drown anymore please,need put rest crashed motorcycle today know mostly fine beautiful moment life know si sick think felt good people approach help crash feeling body dragged bike several meters ground looking sky one song played earphonesi felt emptiness yearsi want second chance want get broken bike bring speed one last time end want drown anymore please,1.0,positif,1
Menyikat mah teef.Secara sekuler.,Not Suicide post,Menyikat mah teef Secara sekuler,menyikat mah teef secara sekuler,menyikat mah teef secara sekuler,"['menyikat', 'mah', 'teef', 'secara', 'sekuler']","['menyikat', 'mah', 'teef', 'sekuler']",menyikat mah teef sekuler,sikat mah teef sekuler,0.0,negatif,0
aku akan berada di London hari ini.Lambaikan tangan jika kamu melihatku,Not Suicide post,aku akan berada di London hari ini Lambaikan tangan jika kamu melihatku,aku akan berada di london hari ini lambaikan tangan jika kamu melihatku,aku akan berada di london hari ini lambaikan tangan jika kamu melihatku,"['aku', 'akan', 'berada', 'di', 'london', 'hari', 'ini', 'lambaikan', 'tangan', 'jika', 'kamu', 'melihatku']","['london', 'lambaikan', 'tangan', 'melihatku']",london lambaikan tangan melihatku,london lambai tangan lihat,4.0,positif,1
@PeoplemapsJulie Saya mencari berocca maka semuanya akan baik-baik saja,Not Suicide post,Saya mencari berocca maka semuanya akan baik baik saja,saya mencari berocca maka semuanya akan baik baik saja,saya mencari berocca maka semuanya akan baik baik saja,"['saya', 'mencari', 'berocca', 'maka', 'semuanya', 'akan', 'baik', 'baik', 'saja']","['mencari', 'berocca']",mencari berocca,cari berocca,-3.0,negatif,0
"@nellypt Terima kasih, saya pikir begitu.Sebarkan.Semoga harimu menyenangkan. Sukai barang-barangmu",Not Suicide post,Terima kasih saya pikir begitu Sebarkan Semoga harimu menyenangkan Sukai barang barangmu,terima kasih saya pikir begitu sebarkan semoga harimu menyenangkan sukai barang barangmu,terima kasih saya pikir begitu sebarkan semoga harimu menyenangkan sukai barang barangmu,"['terima', 'kasih', 'saya', 'pikir', 'begitu', 'sebarkan', 'semoga', 'harimu', 'menyenangkan', 'sukai', 'barang', 'barangmu']","['terima', 'kasih', 'pikir', 'sebarkan', 'semoga', 'harimu', 'menyenangkan', 'sukai', 'barang', 'barangmu']",terima kasih pikir sebarkan semoga harimu menyenangkan sukai barang barangmu,terima kasih pikir sebar moga hari senang suka barang barang,-5.0,negatif,0
aku ingin mati.aku tidak pantas mendapatkan apa pun.aku tidak pantas berada di mana pun.aku muak dan lelah dengan segalanya.saâ¦ https://t.co/8hbfNffXii,Potential Suicide post ,aku ingin mati aku tidak pantas mendapatkan apa pun aku tidak pantas berada di mana pun aku muak dan lelah dengan segalanya saâ¦,aku ingin mati aku tidak pantas mendapatkan apa pun aku tidak pantas berada di mana pun aku muak dan lelah dengan segalanya saâ¦,aku ingin mati aku tidak pantas mendapatkan apa pun aku tidak pantas berada di mana pun aku muak dan lelah dengan segalanya saâ¦,"['aku', 'ingin', 'mati', 'aku', 'tidak', 'pantas', 'mendapatkan', 'apa', 'pun', 'aku', 'tidak', 'pantas', 'berada', 'di', 'mana', 'pun', 'aku', 'muak', 'dan', 'lelah', 'dengan', 'segalanya', 'saâ¦']","['mati', 'muak', 'lelah', 'saâ¦']",mati muak lelah saâ¦,mati muak lelah sa,-13.0,negatif,0
"Aku sangat benci seluruh keluargaku, semua yang mereka lakukan membuatku merasa gemuk dan aku sudah muak dengan perasaan tidak enak terhadap tubuhku dan… https://t.co/eXWykCGcrf",Potential Suicide post ,Aku sangat benci seluruh keluargaku semua yang mereka lakukan membuatku merasa gemuk dan aku sudah muak dengan perasaan tidak enak terhadap tubuhku dan…,aku sangat benci seluruh keluargaku semua yang mereka lakukan membuatku merasa gemuk dan aku sudah muak dengan perasaan tidak enak terhadap tubuhku dan…,aku sangat benci seluruh keluargaku semua yang mereka lakukan membuatku merasa gemuk dan aku sudah muak dengan perasaan tidak enak terhadap tubuhku dan…,"['aku', 'sangat', 'benci', 'seluruh', 'keluargaku', 'semua', 'yang', 'mereka', 'lakukan', 'membuatku', 'merasa', 'gemuk', 'dan', 'aku', 'sudah', 'muak', 'dengan', 'perasaan', 'tidak', 'enak', 'terhadap', 'tubuhku', 'dan…']","['benci', 'keluargaku', 'lakukan', 'membuatku', 'gemuk', 'muak', 'perasaan', 'enak', 'tubuhku', 'dan…']",benci keluargaku lakukan membuatku gemuk muak perasaan enak tubuhku dan…,benci keluarga laku buat gemuk muak asa enak tubuh dan,-16.0,negatif,0
@meerajane Saya juga menyukai blog Anda!Fashion adalah &lt;3,Not Suicide post,Saya juga menyukai blog Anda Fashion adalah lt,saya juga menyukai blog anda fashion adalah lt,saya juga menyukai blog anda fashion adalah lantai,"['saya', 'juga', 'menyukai', 'blog', 'anda', 'fashion', 'adalah', 'lantai']","['menyukai', 'blog', 'fashion', 'lantai']",menyukai blog fashion lantai,suka blog fashion lantai,-1.0,negatif,0
"@Maddierawrk Maaf atas kehilangan Anda.Postingan ini membuatku merinding karena walaupun aku belum berpikir untuk bunuh diri, ayahmu https://t.co/VNpWHS2zqu",Potential Suicide post ,Maaf atas kehilangan Anda Postingan ini membuatku merinding karena walaupun aku belum berpikir untuk bunuh diri ayahmu,maaf atas kehilangan anda postingan ini membuatku merinding karena walaupun aku belum berpikir untuk bunuh diri ayahmu,maaf atas kehilangan anda postingan ini membuatku merinding karena walaupun aku belum berpikir untuk bunuh diri ayahmu,"['maaf', 'atas', 'kehilangan', 'anda', 'postingan', 'ini', 'membuatku', 'merinding', 'karena', 'walaupun', 'aku', 'belum', 'berpikir', 'untuk', 'bunuh', 'diri', 'ayahmu']","['maaf', 'kehilangan', 'postingan', 'membuatku', 'merinding', 'berpikir', 'bunuh', 'ayahmu']",maaf kehilangan postingan membuatku merinding berpikir bunuh ayahmu,maaf hilang postingan buat merinding pikir bunuh ayah,-16.0,negatif,0
"@MarkusLarockus Ha ha Saya memulai sesuatu dengan Rocquestar, bukan??",Not Suicide post,Ha ha Saya memulai sesuatu dengan Rocquestar bukan,ha ha saya memulai sesuatu dengan rocquestar bukan,ha ha saya memulai sesuatu dengan rocquestar bukan,"['ha', 'ha', 'saya', 'memulai', 'sesuatu', 'dengan', 'rocquestar', 'bukan']","['ha', 'ha', 'rocquestar']",ha ha rocquestar,ha ha rocquestar,0.0,negatif,0
"photo booth berwarna hitam putih.dan sangat tua.kami memanggilnya Herbert haha.Saya mencintainya, dia seperti legenda hidup.harus mencintai Berlin &lt;3",Not Suicide post,photo booth berwarna hitam putih dan sangat tua kami memanggilnya Herbert haha Saya mencintainya dia seperti legenda hidup harus mencintai Berlin lt,photo booth berwarna hitam putih dan sangat tua kami memanggilnya herbert haha saya mencintainya dia seperti legenda hidup harus mencintai berlin lt,photo booth berwarna hitam putih dan sangat tua kami memanggilnya herbert haha saya mencintainya dia seperti legenda hidup harus mencintai berlin lantai,"['photo', 'booth', 'berwarna', 'hitam', 'putih', 'dan', 'sangat', 'tua', 'kami', 'memanggilnya', 'herbert', 'haha', 'saya', 'mencintainya', 'dia', 'seperti', 'legenda', 'hidup', 'harus', 'mencintai', 'berlin', 'lantai']","['photo', 'booth', 'berwarna', 'hitam', 'putih', 'tua', 'memanggilnya', 'herbert', 'haha', 'mencintainya', 'legenda', 'hidup', 'mencintai', 'berlin', 'lantai']",photo booth berwarna hitam putih tua memanggilnya herbert haha mencintainya legenda hidup mencintai berlin lantai,photo booth warna hitam putih tua panggil herbert haha cinta legenda hidup cinta lin lantai,-19.0,negatif,0
@ErikAbele Yang kami cari?,Not Suicide post,Yang kami cari,yang kami cari,yang kami cari,"['yang', 'kami', 'cari']",['cari'],cari,cari,-3.0,negatif,0
dia ingin membunuhnya.,Not Suicide post,dia ingin membunuhnya,dia ingin membunuhnya,dia ingin membunuhnya,"['dia', 'ingin', 'membunuhnya']",['membunuhnya'],membunuhnya,bunuh,-5.0,negatif,0
kamu - mengerti apa yang salah dengan hidupku,Potential Suicide post ,kamu mengerti apa yang salah dengan hidupku,kamu mengerti apa yang salah dengan hidupku,kamu mengerti apa yang salah dengan hidupku,"['kamu', 'mengerti', 'apa', 'yang', 'salah', 'dengan', 'hidupku']","['mengerti', 'salah', 'hidupku']",mengerti salah hidupku,erti salah hidup,-10.0,negatif,0
"@RachelStarrxxx AWWWWWW, aku benar-benar berharap aku bisa berada di sana untuk memberimu perhatian serius Rachel hun....mengirimkanmu HUGZ DAN CIUMAN dalam jumlah besar",Not Suicide post,AWWWWWW aku benar benar berharap aku bisa berada di sana untuk memberimu perhatian serius Rachel hun mengirimkanmu HUGZ DAN CIUMAN dalam jumlah besar,awwwwww aku benar benar berharap aku bisa berada di sana untuk memberimu perhatian serius rachel hun mengirimkanmu hugz dan ciuman dalam jumlah besar,awwwwww aku benar benar berharap aku bisa berada di sana untuk memberimu perhatian serius rachel hun mengirimkanmu hugz dan ciuman dalam jumlah besar,"['awwwwww', 'aku', 'benar', 'benar', 'berharap', 'aku', 'bisa', 'berada', 'di', 'sana', 'untuk', 'memberimu', 'perhatian', 'serius', 'rachel', 'hun', 'mengirimkanmu', 'hugz', 'dan', 'ciuman', 'dalam', 'jumlah', 'besar']","['awwwwww', 'berharap', 'memberimu', 'perhatian', 'serius', 'rachel', 'hun', 'mengirimkanmu', 'hugz', 'ciuman']",awwwwww berharap memberimu perhatian serius rachel hun mengirimkanmu hugz ciuman,awwwwww harap beri perhati serius rachel hun kirim hugz cium,-11.0,negatif,0
Mencari bantuan untuk menguji PDF Udang dengan Mentimun.Yang bisa saya temukan hanyalah resep salad udang dan mentimun!http://tinyurl.com/cnnn6z,Not Suicide post,Mencari bantuan untuk menguji PDF Udang dengan Mentimun Yang bisa saya temukan hanyalah resep salad udang dan mentimun,mencari bantuan untuk menguji pdf udang dengan mentimun yang bisa saya temukan hanyalah resep salad udang dan mentimun,mencari bantuan untuk menguji pdf udang dengan mentimun yang bisa saya temukan hanyalah resep salad udang dan mentimun,"['mencari', 'bantuan', 'untuk', 'menguji', 'pdf', 'udang', 'dengan', 'mentimun', 'yang', 'bisa', 'saya', 'temukan', 'hanyalah', 'resep', 'salad', 'udang', 'dan', 'mentimun']","['mencari', 'bantuan', 'menguji', 'pdf', 'udang', 'mentimun', 'temukan', 'resep', 'salad', 'udang', 'mentimun']",mencari bantuan menguji pdf udang mentimun temukan resep salad udang mentimun,cari bantu uji pdf udang mentimun temu resep salad udang mentimun,-1.0,negatif,0
@JoannaButler dia harus memberi tahu mereka bahwa saudara perempuannya telah memperbaikinya,Not Suicide post,dia harus memberi tahu mereka bahwa saudara perempuannya telah memperbaikinya,dia harus memberi tahu mereka bahwa saudara perempuannya telah memperbaikinya,dia harus memberi tahu mereka bahwa saudara perempuannya telah memperbaikinya,"['dia', 'harus', 'memberi', 'tahu', 'mereka', 'bahwa', 'saudara', 'perempuannya', 'telah', 'memperbaikinya']","['saudara', 'perempuannya', 'memperbaikinya']",saudara perempuannya memperbaikinya,saudara perempuan baik,3.0,positif,1
"Sesuatu yang aneh membuatku tidak bisa berhenti memikirkannya, tidak bisa tidur.Kemudian dari beberapa kertas lama sebuah kartu saya temukan... https://t.co/eITpOD1uAT",Potential Suicide post ,Sesuatu yang aneh membuatku tidak bisa berhenti memikirkannya tidak bisa tidur Kemudian dari beberapa kertas lama sebuah kartu saya temukan,sesuatu yang aneh membuatku tidak bisa berhenti memikirkannya tidak bisa tidur kemudian dari beberapa kertas lama sebuah kartu saya temukan,sesuatu yang aneh membuatku tidak bisa berhenti memikirkannya tidak bisa tidur kemudian dari beberapa kertas lama sebuah kartu saya temukan,"['sesuatu', 'yang', 'aneh', 'membuatku', 'tidak', 'bisa', 'berhenti', 'memikirkannya', 'tidak', 'bisa', 'tidur', 'kemudian', 'dari', 'beberapa', 'kertas', 'lama', 'sebuah', 'kartu', 'saya', 'temukan']","['aneh', 'membuatku', 'berhenti', 'memikirkannya', 'tidur', 'kertas', 'kartu', 'temukan']",aneh membuatku berhenti memikirkannya tidur kertas kartu temukan,aneh buat henti pikir tidur kertas kartu temu,-10.0,negatif,0
"Selamat, John!Saya seorang aktor yang menyeramkan, bukan aktor yang manis",Not Suicide post,Selamat John Saya seorang aktor yang menyeramkan bukan aktor yang manis,selamat john saya seorang aktor yang menyeramkan bukan aktor yang manis,selamat john saya seorang aktor yang menyeramkan bukan aktor yang manis,"['selamat', 'john', 'saya', 'seorang', 'aktor', 'yang', 'menyeramkan', 'bukan', 'aktor', 'yang', 'manis']","['selamat', 'john', 'aktor', 'menyeramkan', 'aktor', 'manis']",selamat john aktor menyeramkan aktor manis,selamat john aktor seram aktor manis,-1.0,negatif,0
@fancyelastic Hehe!Terima kasih,Not Suicide post,Hehe Terima kasih,hehe terima kasih,hehe terima kasih,"['hehe', 'terima', 'kasih']","['hehe', 'terima', 'kasih']",hehe terima kasih,hehe terima kasih,1.0,positif,1
di photoshop,Not Suicide post,di photoshop,di photoshop,di photoshop,"['di', 'photoshop']",['photoshop'],photoshop,photoshop,0.0,negatif,0
@MizFitOnline hari kerja normal bagi saya.Saya masih memiliki rencana/aspirasi untuk mengirimkan beberapa informasi untuk majalah miz - sejujurnya saya punya.,Not Suicide post,hari kerja normal bagi saya Saya masih memiliki rencana aspirasi untuk mengirimkan beberapa informasi untuk majalah miz sejujurnya saya punya,hari kerja normal bagi saya saya masih memiliki rencana aspirasi untuk mengirimkan beberapa informasi untuk majalah miz sejujurnya saya punya,hari kerja normal bagi saya saya masih memiliki rencana aspirasi untuk mengirimkan beberapa informasi untuk majalah miz sejujurnya saya punya,"['hari', 'kerja', 'normal', 'bagi', 'saya', 'saya', 'masih', 'memiliki', 'rencana', 'aspirasi', 'untuk', 'mengirimkan', 'beberapa', 'informasi', 'untuk', 'majalah', 'miz', 'sejujurnya', 'saya', 'punya']","['kerja', 'normal', 'memiliki', 'rencana', 'aspirasi', 'mengirimkan', 'informasi', 'majalah', 'miz', 'sejujurnya']",kerja normal memiliki rencana aspirasi mengirimkan informasi majalah miz sejujurnya,kerja normal milik rencana aspirasi kirim informasi majalah miz jujur,-2.0,negatif,0
@ noi27 Cara mudahnya adalah pergi ke MBK dan meretasnya.@chuanjeng mendapat rom CN di ponsel TH-nya...,Not Suicide post,noi Cara mudahnya adalah pergi ke MBK dan meretasnya mendapat rom CN di ponsel TH nya,noi cara mudahnya adalah pergi ke mbk dan meretasnya mendapat rom cn di ponsel th nya,noi cara mudahnya adalah pergi ke mbak dan meretasnya mendapat rom cn di ponsel tahu ya,"['noi', 'cara', 'mudahnya', 'adalah', 'pergi', 'ke', 'mbak', 'dan', 'meretasnya', 'mendapat', 'rom', 'cn', 'di', 'ponsel', 'tahu', 'ya']","['noi', 'mudahnya', 'pergi', 'mbak', 'meretasnya', 'rom', 'cn', 'ponsel']",noi mudahnya pergi mbak meretasnya rom cn ponsel,noi mudah pergi mbak retas rom cn ponsel,-7.0,negatif,0
